chanced	t͡ʃ ɑː n s t	t͡ʃ ɑː n s t
chanced on	t͡ʃ ɑː n s t ɒ n	t͡ʃ ɑː n s t . ɒ n
chanced upon	t͡ʃ ɑː n s t ə p ɒ n	t͡ʃ ɑː n s t . ə . p ɒ n
chancelleries	t͡ʃ ɑː n s ə l ə ɹ ɪ z	t͡ʃ ɑː n . s ə . l ə . ɹ ɪ z
chancellery	t͡ʃ ɑː n s ə l ə ɹ ɪ	t͡ʃ ɑː n . s ə . l ə . ɹ ɪ
chancellor	t͡ʃ ɑː n s ə l ə	t͡ʃ ɑː n . s ə . l ə
chancellors	t͡ʃ ɑː n s ə l ə z	t͡ʃ ɑː n . s ə . l ə z
chancels	t͡ʃ ɑː n s l̩ z	t͡ʃ ɑː n . s l̩ z
chanceries	t͡ʃ ɑː n s ə ɹ ɪ z	t͡ʃ ɑː n . s ə . ɹ ɪ z
chancery	t͡ʃ ɑː n s ə ɹ ɪ	t͡ʃ ɑː n . s ə . ɹ ɪ
chances	t͡ʃ ɑː n s ɪ z	t͡ʃ ɑː n . s ɪ z
chances on	t͡ʃ ɑː n s ɪ z ɒ n	t͡ʃ ɑː n . s ɪ z . ɒ n
chancier	t͡ʃ ɑː n ʃ ɪə	t͡ʃ ɑː n . ʃ ɪə
chanciness	t͡ʃ ɑː n s ɪ n ɪ s	t͡ʃ ɑː n . s ɪ . n ɪ s
chancing	t͡ʃ ɑː n s ɪ ŋ	t͡ʃ ɑː n . s ɪ ŋ
chancing on	t͡ʃ ɑː n s ɪ ŋ ɒ n	t͡ʃ ɑː n . s ɪ ŋ . ɒ n
chancing upon	t͡ʃ ɑː n s ɪ ŋ ə p ɒ n	t͡ʃ ɑː n . s ɪ ŋ . ə . p ɒ n
chandelier	ʃ æ n d ə l ɪə	ʃ æ n . d ə . l ɪə
chandeliers	ʃ æ n d ə l ɪə z	ʃ æ n . d ə . l ɪə z
chandler	t͡ʃ ɑː n d l ə	t͡ʃ ɑː n d . l ə
chandlers	t͡ʃ ɑː n d l ə z	t͡ʃ ɑː n d . l ə z
change	t͡ʃ eɪ n d͡ʒ	t͡ʃ eɪ n d͡ʒ
change into	t͡ʃ eɪ n d͡ʒ ɪ n t uː	t͡ʃ eɪ n d͡ʒ . ɪ n . t uː
change of life	t͡ʃ eɪ n d͡ʒ ɒ v l aɪ f	t͡ʃ eɪ n d͡ʒ . ɒ v . l aɪ f
change over	t͡ʃ eɪ n d͡ʒ əʊ v ə	t͡ʃ eɪ n d͡ʒ . əʊ . v ə
change ringing	t͡ʃ eɪ n d͡ʒ ɹ ɪ ŋ ɪ ŋ	t͡ʃ eɪ n d͡ʒ . ɹ ɪ . ŋ ɪ ŋ
change-over	t͡ʃ eɪ n d͡ʒ əʊ v ə	t͡ʃ eɪ n d͡ʒ . əʊ . v ə
change-overs	t͡ʃ eɪ n d͡ʒ əʊ v ə z	t͡ʃ eɪ n d͡ʒ . əʊ . v ə z
changeability	t͡ʃ eɪ n d͡ʒ ə b ɪ l ə t ɪ	t͡ʃ eɪ n . d͡ʒ ə . b ɪ . l ə . t ɪ
changeable	t͡ʃ eɪ n d͡ʒ ə b l̩	t͡ʃ eɪ n . d͡ʒ ə . b l̩
changeableness	t͡ʃ eɪ n d͡ʒ ə b l̩ n ɪ s	t͡ʃ eɪ n . d͡ʒ ə . b l̩ . n ɪ s
changeably	t͡ʃ eɪ n d͡ʒ ə b l ɪ	t͡ʃ eɪ n . d͡ʒ ə . b l ɪ
changed	t͡ʃ eɪ n d͡ʒ d	t͡ʃ eɪ n d͡ʒ d
changed into	t͡ʃ eɪ n d͡ʒ d ɪ n t uː	t͡ʃ eɪ n d͡ʒ d . ɪ n . t uː
changed over	t͡ʃ eɪ n d͡ʒ d əʊ v ə	t͡ʃ eɪ n d͡ʒ d . əʊ . v ə
changeful	t͡ʃ eɪ n d͡ʒ f ʊ l	t͡ʃ eɪ n d͡ʒ . f ʊ l
changeless	t͡ʃ eɪ n d͡ʒ l ɪ s	t͡ʃ eɪ n d͡ʒ . l ɪ s
changeling	t͡ʃ eɪ n d͡ʒ l ɪ ŋ	t͡ʃ eɪ n d͡ʒ . l ɪ ŋ
changelings	t͡ʃ eɪ n d͡ʒ l ɪ ŋ z	t͡ʃ eɪ n d͡ʒ . l ɪ ŋ z
changes	t͡ʃ eɪ n d͡ʒ ɪ z	t͡ʃ eɪ n . d͡ʒ ɪ z
changes into	t͡ʃ eɪ n d͡ʒ ɪ z ɪ n t uː	t͡ʃ eɪ n . d͡ʒ ɪ z . ɪ n . t uː
changes over	t͡ʃ eɪ n d͡ʒ ɪ z əʊ v ə	t͡ʃ eɪ n . d͡ʒ ɪ z . əʊ . v ə
changing	t͡ʃ eɪ n d͡ʒ ɪ ŋ	t͡ʃ eɪ n . d͡ʒ ɪ ŋ
changing into	t͡ʃ eɪ n d͡ʒ ɪ ŋ ɪ n t uː	t͡ʃ eɪ n . d͡ʒ ɪ ŋ . ɪ n . t uː
changing over	t͡ʃ eɪ n d͡ʒ ɪ ŋ əʊ v ə	t͡ʃ eɪ n . d͡ʒ ɪ ŋ . əʊ . v ə
channel	t͡ʃ æ n l̩	t͡ʃ æ . n l̩
channelled	t͡ʃ æ n l̩ d	t͡ʃ æ . n l̩ d
channelling	t͡ʃ æ n l̩ ɪ ŋ	t͡ʃ æ . n l̩ . ɪ ŋ
channels	t͡ʃ æ n l̩ z	t͡ʃ æ . n l̩ z
chant	t͡ʃ ɑː n t	t͡ʃ ɑː n t
chanted	t͡ʃ ɑː n t ɪ d	t͡ʃ ɑː n . t ɪ d
chanterelle	t͡ʃ æ n t ə ɹ ɛ l	t͡ʃ æ n . t ə . ɹ ɛ l
chanterelles	t͡ʃ æ n t ə ɹ ɛ l z	t͡ʃ æ n . t ə . ɹ ɛ l z
chantries	t͡ʃ ɑː n t ɹ ɪ z	t͡ʃ ɑː n . t ɹ ɪ z
chantry	t͡ʃ ɑː n t ɹ ɪ	t͡ʃ ɑː n . t ɹ ɪ
chants	t͡ʃ ɑː n t s	t͡ʃ ɑː n t s
chaos	k eɪ ɒ s	k eɪ . ɒ s
chaotically	k eɪ ɒ t ɪ k l ɪ	k eɪ . ɒ . t ɪ . k l ɪ
chap	t͡ʃ æ p	t͡ʃ æ p
chapel	t͡ʃ æ p l̩	t͡ʃ æ . p l̩
chapelgoers	t͡ʃ æ p l̩ ɡ əʊ ə z	t͡ʃ æ . p l̩ . ɡ əʊ . ə z
chaperon	ʃ æ p ə ɹ əʊ n	ʃ æ . p ə . ɹ əʊ n
chaperoned	ʃ æ p ə ɹ əʊ n d	ʃ æ . p ə . ɹ əʊ n d
chaperoning	ʃ æ p ə ɹ əʊ n ɪ ŋ	ʃ æ . p ə . ɹ əʊ . n ɪ ŋ
chaperons	ʃ æ p ə ɹ əʊ n z	ʃ æ . p ə . ɹ əʊ n z
chapfallen	t͡ʃ æ p f ɔː l ə n	t͡ʃ æ p . f ɔː . l ə n
chaplain	t͡ʃ æ p l ɪ n	t͡ʃ æ p . l ɪ n
chaplaincies	t͡ʃ æ p l ɪ n s ɪ z	t͡ʃ æ p . l ɪ n . s ɪ z
chaplains	t͡ʃ æ p l ɪ n z	t͡ʃ æ p . l ɪ n z
chaplet	t͡ʃ æ p l ɪ t	t͡ʃ æ p . l ɪ t
chaplets	t͡ʃ æ p l ɪ t s	t͡ʃ æ p . l ɪ t s
chapped	t͡ʃ æ p t	t͡ʃ æ p t
chapping	t͡ʃ æ p ɪ ŋ	t͡ʃ æ . p ɪ ŋ
chaps	t͡ʃ æ p s	t͡ʃ æ p s
chapter	t͡ʃ æ p t ə	t͡ʃ æ p . t ə
chapter-house	t͡ʃ æ p t ə h aʊ s	t͡ʃ æ p . t ə . h aʊ s
chapter-houses	t͡ʃ æ p t ə h aʊ z ɪ z	t͡ʃ æ p . t ə . h aʊ . z ɪ z
char	t͡ʃ ɑː	t͡ʃ ɑː
charabanc	ʃ æ ɹ ə b æ ŋ	ʃ æ . ɹ ə . b æ ŋ
characteristic	k æ ɹ ə k t ə ɹ ɪ s t ɪ k	k æ . ɹ ə k . t ə . ɹ ɪ . s t ɪ k
characteristically	k æ ɹ ə k t ə ɹ ɪ s t ɪ k ə l ɪ	k æ . ɹ ə k . t ə . ɹ ɪ . s t ɪ . k ə . l ɪ
characteristics	k æ ɹ ə k t ə ɹ ɪ s t ɪ k s	k æ . ɹ ə k . t ə . ɹ ɪ . s t ɪ k s
characterization	k æ ɹ ə k t ə ɹ aɪ z eɪ ʃ n̩	k æ . ɹ ə k . t ə . ɹ aɪ . z eɪ . ʃ n̩
characterizations	k æ ɹ ə k t ə ɹ aɪ z eɪ ʃ n̩ z	k æ . ɹ ə k . t ə . ɹ aɪ . z eɪ . ʃ n̩ z
characterize	k æ ɹ ə k t ə ɹ aɪ z	k æ . ɹ ə k . t ə . ɹ aɪ z
characterized	k æ ɹ ə k t ə ɹ aɪ z d	k æ . ɹ ə k . t ə . ɹ aɪ z d
characterizing	k æ ɹ ə k t ə ɹ aɪ z ɪ ŋ	k æ . ɹ ə k . t ə . ɹ aɪ . z ɪ ŋ
characterless	k æ ɹ ə k t ə l ɪ s	k æ . ɹ ə k . t ə . l ɪ s
characters	k æ ɹ ə k t ə z	k æ . ɹ ə k . t ə z
charades	ʃ ə ɹ ɑː d z	ʃ ə . ɹ ɑː d z
charcoal	t͡ʃ ɑː k əʊ l	t͡ʃ ɑː . k əʊ l
charcoal-burner	t͡ʃ ɑː k əʊ l b ɜː n ə	t͡ʃ ɑː . k əʊ l . b ɜː . n ə
charcoal-burners	t͡ʃ ɑː k əʊ l b ɜː n ə z	t͡ʃ ɑː . k əʊ l . b ɜː . n ə z
chard	t͡ʃ ɑː d	t͡ʃ ɑː d
chards	t͡ʃ ɑː d z	t͡ʃ ɑː d z
charge	t͡ʃ ɑː d͡ʒ	t͡ʃ ɑː d͡ʒ
charge d'affaires	ʃ ɑː ʒ eɪ d æ f ɛə	ʃ ɑː . ʒ eɪ . d æ . f ɛə
charge with	t͡ʃ ɑː d͡ʒ w ɪ ð	t͡ʃ ɑː d͡ʒ . w ɪ ð
charge-account	t͡ʃ ɑː d͡ʒ ə k aʊ n t	t͡ʃ ɑː d͡ʒ . ə . k aʊ n t
charge-sheet	t͡ʃ ɑː d͡ʒ ʃ iː t	t͡ʃ ɑː d͡ʒ . ʃ iː t
charge-sheets	t͡ʃ ɑː d͡ʒ ʃ iː t s	t͡ʃ ɑː d͡ʒ . ʃ iː t s
chargeable	t͡ʃ ɑː d͡ʒ ə b l̩	t͡ʃ ɑː . d͡ʒ ə . b l̩
charged	t͡ʃ ɑː d͡ʒ d	t͡ʃ ɑː d͡ʒ d
charged with	t͡ʃ ɑː d͡ʒ d w ɪ ð	t͡ʃ ɑː d͡ʒ d . w ɪ ð
chargers	t͡ʃ ɑː d͡ʒ ə z	t͡ʃ ɑː . d͡ʒ ə z
charges	t͡ʃ ɑː d͡ʒ ɪ z	t͡ʃ ɑː . d͡ʒ ɪ z
charges d'affaires	ʃ ɑː ʒ eɪ d æ f ɛə	ʃ ɑː . ʒ eɪ . d æ . f ɛə
charges with	t͡ʃ ɑː d͡ʒ ɪ z w ɪ ð	t͡ʃ ɑː . d͡ʒ ɪ z . w ɪ ð
charging with	t͡ʃ ɑː d͡ʒ ɪ ŋ w ɪ ð	t͡ʃ ɑː . d͡ʒ ɪ ŋ . w ɪ ð
charier	t͡ʃ ɛə ɹ ɪə	t͡ʃ ɛə . ɹ ɪə
chariest	t͡ʃ ɛə ɹ ɪ ɪ s t	t͡ʃ ɛə . ɹ ɪ . ɪ s t
charily	t͡ʃ ɛə ɹ ə l ɪ	t͡ʃ ɛə . ɹ ə . l ɪ
charioteer	t͡ʃ æ ɹ ɪə t ɪə	t͡ʃ æ . ɹ ɪə . t ɪə
charioteers	t͡ʃ æ ɹ ɪə t ɪə z	t͡ʃ æ . ɹ ɪə . t ɪə z
chariots	t͡ʃ æ ɹ ɪə t s	t͡ʃ æ . ɹ ɪə t s
charismas	k ə ɹ ɪ z m ə z	k ə . ɹ ɪ z . m ə z
charismatic	k æ ɹ ɪ z m æ t ɪ k	k æ . ɹ ɪ z . m æ . t ɪ k
charismatically	k æ ɹ ɪ z m æ t ɪ k l ɪ	k æ . ɹ ɪ z . m æ . t ɪ . k l ɪ
charitable	t͡ʃ æ ɹ ə t ə b l̩	t͡ʃ æ . ɹ ə . t ə . b l̩
charities	t͡ʃ æ ɹ ə t ɪ z	t͡ʃ æ . ɹ ə . t ɪ z
charity	t͡ʃ æ ɹ ə t ɪ	t͡ʃ æ . ɹ ə . t ɪ
charity school	t͡ʃ æ ɹ ə t ɪ s k uː l	t͡ʃ æ . ɹ ə . t ɪ . s k uː l
charity schools	t͡ʃ æ ɹ ə t ɪ s k uː l z	t͡ʃ æ . ɹ ə . t ɪ . s k uː l z
charladies	t͡ʃ ɑː l eɪ d ɪ z	t͡ʃ ɑː . l eɪ . d ɪ z
charlady	t͡ʃ ɑː l eɪ d ɪ	t͡ʃ ɑː . l eɪ . d ɪ
charlock	t͡ʃ ɑː l ɒ k	t͡ʃ ɑː . l ɒ k
charlocks	t͡ʃ ɑː l ɒ k s	t͡ʃ ɑː . l ɒ k s
charlotte russe	ʃ ɑː l ə t ɹ uː s	ʃ ɑː . l ə t . ɹ uː s
charlottes	ʃ ɑː l ə t s	ʃ ɑː . l ə t s
charm	t͡ʃ ɑː m	t͡ʃ ɑː m
charmed	t͡ʃ ɑː m d	t͡ʃ ɑː m d
charmers	t͡ʃ ɑː m ə z	t͡ʃ ɑː . m ə z
charming	t͡ʃ ɑː m ɪ ŋ	t͡ʃ ɑː . m ɪ ŋ
charmingly	t͡ʃ ɑː m ɪ ŋ l ɪ	t͡ʃ ɑː . m ɪ ŋ . l ɪ
charms	t͡ʃ ɑː m z	t͡ʃ ɑː m z
charnel houses	t͡ʃ ɑː n l̩ h aʊ z ɪ z	t͡ʃ ɑː . n l̩ . h aʊ . z ɪ z
charnels	t͡ʃ ɑː n l̩ z	t͡ʃ ɑː . n l̩ z
charred	t͡ʃ ɑː d	t͡ʃ ɑː d
charring	t͡ʃ ɑː ɹ ɪ ŋ	t͡ʃ ɑː . ɹ ɪ ŋ
chars	t͡ʃ ɑː z	t͡ʃ ɑː z
chart	t͡ʃ ɑː t	t͡ʃ ɑː t
charted	t͡ʃ ɑː t ɪ d	t͡ʃ ɑː . t ɪ d
charter	t͡ʃ ɑː t ə	t͡ʃ ɑː . t ə
charter members	t͡ʃ ɑː t ə m ɛ m b ə z	t͡ʃ ɑː . t ə . m ɛ m . b ə z
charter-parties	t͡ʃ ɑː t ə p ɑː t ɪ z	t͡ʃ ɑː . t ə . p ɑː . t ɪ z
charter-party	t͡ʃ ɑː t ə p ɑː t ɪ	t͡ʃ ɑː . t ə . p ɑː . t ɪ
chartered	t͡ʃ ɑː t ə d	t͡ʃ ɑː . t ə d
chartered accountant	t͡ʃ ɑː t ə d ə k aʊ n t ə n t	t͡ʃ ɑː . t ə d . ə . k aʊ n . t ə n t
chartering	t͡ʃ ɑː t ə ɹ ɪ ŋ	t͡ʃ ɑː . t ə . ɹ ɪ ŋ
charters	t͡ʃ ɑː t ə z	t͡ʃ ɑː . t ə z
charting	t͡ʃ ɑː t ɪ ŋ	t͡ʃ ɑː . t ɪ ŋ
chartreuse	ʃ ɑː t ɹ ɜː z	ʃ ɑː . t ɹ ɜː z
charts	t͡ʃ ɑː t s	t͡ʃ ɑː t s
charwoman	t͡ʃ ɑː w ʊ m ə n	t͡ʃ ɑː . w ʊ . m ə n
chary	t͡ʃ ɛə ɹ ɪ	t͡ʃ ɛə . ɹ ɪ
chase	t͡ʃ eɪ s	t͡ʃ eɪ s
chase about	t͡ʃ eɪ s ə b aʊ t	t͡ʃ eɪ s . ə . b aʊ t
chase after	t͡ʃ eɪ s ɑː f t ə	t͡ʃ eɪ s . ɑː f . t ə
chased	t͡ʃ eɪ s t	t͡ʃ eɪ s t
chased about	t͡ʃ eɪ s t ə b aʊ t	t͡ʃ eɪ s t . ə . b aʊ t
chased after	t͡ʃ eɪ s t ɑː f t ə	t͡ʃ eɪ s t . ɑː f . t ə
chasers	t͡ʃ eɪ s ə z	t͡ʃ eɪ . s ə z
chases	t͡ʃ eɪ s ɪ z	t͡ʃ eɪ . s ɪ z
chases about	t͡ʃ eɪ s ɪ z ə b aʊ t	t͡ʃ eɪ . s ɪ z . ə . b aʊ t
chasing	t͡ʃ eɪ s ɪ ŋ	t͡ʃ eɪ . s ɪ ŋ
chasing about	t͡ʃ eɪ s ɪ ŋ ə b aʊ t	t͡ʃ eɪ . s ɪ ŋ . ə . b aʊ t
chasing after	t͡ʃ eɪ s ɪ ŋ ɑː f t ə	t͡ʃ eɪ . s ɪ ŋ . ɑː f . t ə
chasm	k æ z ə m	k æ . z ə m
chasms	k æ z ə m z	k æ . z ə m z
chassis	ʃ æ s ɪ	ʃ æ . s ɪ
chastely	t͡ʃ eɪ s t l ɪ	t͡ʃ eɪ s t . l ɪ
chasten	t͡ʃ eɪ s n̩	t͡ʃ eɪ . s n̩
chastened	t͡ʃ eɪ s n̩ d	t͡ʃ eɪ . s n̩ d
chastens	t͡ʃ eɪ s n̩ z	t͡ʃ eɪ . s n̩ z
chaster	t͡ʃ eɪ s t ə	t͡ʃ eɪ . s t ə
chastest	t͡ʃ eɪ s t ɪ s t	t͡ʃ eɪ . s t ɪ s t
chastise	t͡ʃ æ s t aɪ z	t͡ʃ æ . s t aɪ z
chastised	t͡ʃ æ s t aɪ z d	t͡ʃ æ . s t aɪ z d
chastity	t͡ʃ æ s t ə t ɪ	t͡ʃ æ . s t ə . t ɪ
chastity belt	t͡ʃ æ s t ə t ɪ b ɛ l t	t͡ʃ æ . s t ə . t ɪ . b ɛ l t
chastity belts	t͡ʃ æ s t ə t ɪ b ɛ l t s	t͡ʃ æ . s t ə . t ɪ . b ɛ l t s
chasuble	t͡ʃ æ z j ʊ b l̩	t͡ʃ æ . z j ʊ . b l̩
chasubles	t͡ʃ æ z j ʊ b l̩ z	t͡ʃ æ . z j ʊ . b l̩ z
chat	t͡ʃ æ t	t͡ʃ æ t
chat up	t͡ʃ æ t ʌ p	t͡ʃ æ t . ʌ p
chateau	ʃ æ t əʊ	ʃ æ . t əʊ
chateaux	ʃ æ t əʊ z	ʃ æ . t əʊ z
chatelaines	ʃ æ t ə l eɪ n z	ʃ æ . t ə . l eɪ n z
chats	t͡ʃ æ t s	t͡ʃ æ t s
chatted up	t͡ʃ æ t ɪ d ʌ p	t͡ʃ æ . t ɪ d . ʌ p
chattel	t͡ʃ æ t l̩	t͡ʃ æ . t l̩
chattels	t͡ʃ æ t l̩ z	t͡ʃ æ . t l̩ z
chatter	t͡ʃ æ t ə	t͡ʃ æ . t ə
chatterbox	t͡ʃ æ t ə b ɒ k s	t͡ʃ æ . t ə . b ɒ k s
chatterboxes	t͡ʃ æ t ə b ɒ k s ɪ z	t͡ʃ æ . t ə . b ɒ k . s ɪ z
chattered	t͡ʃ æ t ə d	t͡ʃ æ . t ə d
chatterer	t͡ʃ æ t ə ɹ ə	t͡ʃ æ . t ə . ɹ ə
chattering	t͡ʃ æ t ə ɹ ɪ ŋ	t͡ʃ æ . t ə . ɹ ɪ ŋ
chatters	t͡ʃ æ t ə z	t͡ʃ æ . t ə z
chattier	t͡ʃ æ t ɪə	t͡ʃ æ . t ɪə
chatting	t͡ʃ æ t ɪ ŋ	t͡ʃ æ . t ɪ ŋ
chatty	t͡ʃ æ t ɪ	t͡ʃ æ . t ɪ
chauffeur	ʃ əʊ f ə	ʃ əʊ . f ə
chauffeured	ʃ əʊ f ə d	ʃ əʊ . f ə d
chauffeurs	ʃ əʊ f ə z	ʃ əʊ . f ə z
chauffeuse	ʃ əʊ f ɜː z	ʃ əʊ . f ɜː z
chauvinism	ʃ əʊ v ɪ n ɪ z ə m	ʃ əʊ . v ɪ . n ɪ . z ə m
chauvinist	ʃ əʊ v ɪ n ɪ s t	ʃ əʊ . v ɪ . n ɪ s t
chauvinistic	ʃ əʊ v ɪ n ɪ s t ɪ k	ʃ əʊ . v ɪ . n ɪ . s t ɪ k
chauvinists	ʃ əʊ v ɪ n ɪ s t s	ʃ əʊ . v ɪ . n ɪ s t s
chaw	t͡ʃ ɔː	t͡ʃ ɔː
chaw-bacon	t͡ʃ ɔː b eɪ k ə n	t͡ʃ ɔː . b eɪ . k ə n
chaw-bacons	t͡ʃ ɔː b eɪ k ə n z	t͡ʃ ɔː . b eɪ . k ə n z
chawed	t͡ʃ ɔː d	t͡ʃ ɔː d
chawing	t͡ʃ ɔː ɪ ŋ	t͡ʃ ɔː . ɪ ŋ
chaws	t͡ʃ ɔː z	t͡ʃ ɔː z
cheap	t͡ʃ iː p	t͡ʃ iː p
cheapen	t͡ʃ iː p ə n	t͡ʃ iː . p ə n
cheapened	t͡ʃ iː p ə n d	t͡ʃ iː . p ə n d
cheapening	t͡ʃ iː p ə n ɪ ŋ	t͡ʃ iː . p ə . n ɪ ŋ
cheapens	t͡ʃ iː p ə n z	t͡ʃ iː . p ə n z
cheaper	t͡ʃ iː p ə	t͡ʃ iː . p ə
cheapest	t͡ʃ iː p ɪ s t	t͡ʃ iː . p ɪ s t
cheapjack	t͡ʃ iː p d͡ʒ æ k	t͡ʃ iː p . d͡ʒ æ k
cheaply	t͡ʃ iː p l ɪ	t͡ʃ iː p . l ɪ
cheapskate	t͡ʃ iː p s k eɪ t	t͡ʃ iː p . s k eɪ t
cheapskates	t͡ʃ iː p s k eɪ t s	t͡ʃ iː p . s k eɪ t s
cheat	t͡ʃ iː t	t͡ʃ iː t
cheated	t͡ʃ iː t ɪ d	t͡ʃ iː . t ɪ d
cheating	t͡ʃ iː t ɪ ŋ	t͡ʃ iː . t ɪ ŋ
cheats	t͡ʃ iː t s	t͡ʃ iː t s
check	t͡ʃ ɛ k	t͡ʃ ɛ k
check card	t͡ʃ ɛ k k ɑː d	t͡ʃ ɛ k . k ɑː d
check cards	t͡ʃ ɛ k k ɑː d z	t͡ʃ ɛ k . k ɑː d z
check in	t͡ʃ ɛ k ɪ n	t͡ʃ ɛ k . ɪ n
check off	t͡ʃ ɛ k ɒ f	t͡ʃ ɛ k . ɒ f
check out	t͡ʃ ɛ k aʊ t	t͡ʃ ɛ k . aʊ t
check over	t͡ʃ ɛ k əʊ v ə	t͡ʃ ɛ k . əʊ . v ə
check up on	t͡ʃ ɛ k ʌ p ɒ n	t͡ʃ ɛ k . ʌ p . ɒ n
checkbooks	t͡ʃ ɛ k b ʊ k s	t͡ʃ ɛ k . b ʊ k s
checked	t͡ʃ ɛ k t	t͡ʃ ɛ k t
checked in	t͡ʃ ɛ k t ɪ n	t͡ʃ ɛ k t . ɪ n
checked off	t͡ʃ ɛ k t ɒ f	t͡ʃ ɛ k t . ɒ f
checked out	t͡ʃ ɛ k t aʊ t	t͡ʃ ɛ k t . aʊ t
checked over	t͡ʃ ɛ k t əʊ v ə	t͡ʃ ɛ k t . əʊ . v ə
checked up on	t͡ʃ ɛ k t ʌ p ɒ n	t͡ʃ ɛ k t . ʌ p . ɒ n
checker	t͡ʃ ɛ k ə	t͡ʃ ɛ . k ə
checkerboard	t͡ʃ ɛ k ə b ɔː d	t͡ʃ ɛ . k ə . b ɔː d
checkerboards	t͡ʃ ɛ k ə b ɔː d z	t͡ʃ ɛ . k ə . b ɔː d z
checkers	t͡ʃ ɛ k ə z	t͡ʃ ɛ . k ə z
checking	t͡ʃ ɛ k ɪ ŋ	t͡ʃ ɛ . k ɪ ŋ
checking account	t͡ʃ ɛ k ɪ ŋ ə k aʊ n t	t͡ʃ ɛ . k ɪ ŋ . ə . k aʊ n t
checking off	t͡ʃ ɛ k ɪ ŋ ɒ f	t͡ʃ ɛ . k ɪ ŋ . ɒ f
checking out	t͡ʃ ɛ k ɪ ŋ aʊ t	t͡ʃ ɛ . k ɪ ŋ . aʊ t
checking up on	t͡ʃ ɛ k ɪ ŋ ʌ p ɒ n	t͡ʃ ɛ . k ɪ ŋ . ʌ p . ɒ n
checklist	t͡ʃ ɛ k l ɪ s t	t͡ʃ ɛ k . l ɪ s t
checklists	t͡ʃ ɛ k l ɪ s t s	t͡ʃ ɛ k . l ɪ s t s
checkmate	t͡ʃ ɛ k m eɪ t	t͡ʃ ɛ k . m eɪ t
checkmated	t͡ʃ ɛ k m eɪ t ɪ d	t͡ʃ ɛ k . m eɪ . t ɪ d
checkmates	t͡ʃ ɛ k m eɪ t s	t͡ʃ ɛ k . m eɪ t s
checkoff	t͡ʃ ɛ k ɒ f	t͡ʃ ɛ k . ɒ f
checkout	t͡ʃ ɛ k aʊ t	t͡ʃ ɛ k . aʊ t
checkouts	t͡ʃ ɛ k aʊ t s	t͡ʃ ɛ k . aʊ t s
checkpoint	t͡ʃ ɛ k p ɔɪ n t	t͡ʃ ɛ k . p ɔɪ n t
checkpoints	t͡ʃ ɛ k p ɔɪ n t s	t͡ʃ ɛ k . p ɔɪ n t s
checkrails	t͡ʃ ɛ k ɹ eɪ l z	t͡ʃ ɛ k . ɹ eɪ l z
checkrein	t͡ʃ ɛ k ɹ eɪ n	t͡ʃ ɛ k . ɹ eɪ n
checkreins	t͡ʃ ɛ k ɹ eɪ n z	t͡ʃ ɛ k . ɹ eɪ n z
checkroom	t͡ʃ ɛ k ɹ ʊ m	t͡ʃ ɛ k . ɹ ʊ m
checkrooms	t͡ʃ ɛ k ɹ ʊ m z	t͡ʃ ɛ k . ɹ ʊ m z
checks	t͡ʃ ɛ k s	t͡ʃ ɛ k s
checks in	t͡ʃ ɛ k s ɪ n	t͡ʃ ɛ k s . ɪ n
checks off	t͡ʃ ɛ k s ɒ f	t͡ʃ ɛ k s . ɒ f
checks out	t͡ʃ ɛ k s aʊ t	t͡ʃ ɛ k s . aʊ t
checks up on	t͡ʃ ɛ k s ʌ p ɒ n	t͡ʃ ɛ k s . ʌ p . ɒ n
checkups	t͡ʃ ɛ k ʌ p s	t͡ʃ ɛ k . ʌ p s
cheek	t͡ʃ iː k	t͡ʃ iː k
cheekbone	t͡ʃ iː k b əʊ n	t͡ʃ iː k . b əʊ n
cheeked	t͡ʃ iː k t	t͡ʃ iː k t
cheekier	t͡ʃ iː k ɪə	t͡ʃ iː . k ɪə
cheekiest	t͡ʃ iː k ɪ ɪ s t	t͡ʃ iː . k ɪ . ɪ s t
cheekily	t͡ʃ iː k ɪ l ɪ	t͡ʃ iː . k ɪ . l ɪ
cheekiness	t͡ʃ iː k ɪ n ɪ s	t͡ʃ iː . k ɪ . n ɪ s
cheeks	t͡ʃ iː k s	t͡ʃ iː k s
cheeky	t͡ʃ iː k ɪ	t͡ʃ iː . k ɪ
cheep	t͡ʃ iː p	t͡ʃ iː p
cheeped	t͡ʃ iː p t	t͡ʃ iː p t
cheeping	t͡ʃ iː p ɪ ŋ	t͡ʃ iː . p ɪ ŋ
cheeps	t͡ʃ iː p s	t͡ʃ iː p s
cheer	t͡ʃ ɪə	t͡ʃ ɪə
cheer up	t͡ʃ ɪə ɹ ʌ p	t͡ʃ ɪə . ɹ ʌ p
cheered	t͡ʃ ɪə d	t͡ʃ ɪə d
cheered up	t͡ʃ ɪə d ʌ p	t͡ʃ ɪə d . ʌ p
cheerful	t͡ʃ ɪə f ʊ l	t͡ʃ ɪə . f ʊ l
cheerfully	t͡ʃ ɪə f ʊ l ɪ	t͡ʃ ɪə . f ʊ . l ɪ
cheerfulness	t͡ʃ ɪə f ʊ l n ɪ s	t͡ʃ ɪə . f ʊ l . n ɪ s
cheerier	t͡ʃ ɪə ɹ ɪə	t͡ʃ ɪə . ɹ ɪə
cheerily	t͡ʃ ɪə ɹ ə l ɪ	t͡ʃ ɪə . ɹ ə . l ɪ
